,dates,opens,highs,lows,closes,volumes,market_caps,smas_10,smas_20,smas_30
54,2019-12-17,132.72000000,132.98000000,119.11000000,121.88000000,563257.36001000,563257.36001000,17.555,17.695,18.2413
55,2019-12-16,142.46000000,142.72000000,127.93000000,132.73000000,471018.85942000,471018.85942000,17.518,17.7575,18.305
56,2019-12-15,141.79000000,144.12000000,139.92000000,142.46000000,151189.65877000,151189.65877000,0.0,0.0,0.0
57,2019-12-14,144.80000000,145.07000000,141.18000000,141.79000000,126232.59201000,126232.59201000,0.0,0.0,0.0
58,2019-12-13,144.87000000,146.00000000,142.80000000,144.80000000,160695.18556000,160695.18556000,17.527,17.816,18.3683
59,2019-12-12,143.41000000,145.85000000,139.24000000,144.87000000,261615.30437000,261615.30437000,17.534,17.8725,18.4423
60,2019-12-11,145.53000000,146.34000000,142.12000000,143.39000000,157843.10484000,157843.10484000,17.531,17.943,18.5123
61,2019-12-10,147.40000000,148.57000000,143.81000000,145.56000000,203215.84937000,203215.84937000,17.542,18.0275,18.5713
62,2019-12-09,150.44000000,151.19000000,146.56000000,147.38000000,243775.99249000,243775.99249000,17.503,18.117,18.6373
63,2019-12-08,147.16000000,151.62000000,146.11000000,150.44000000,205301.60260000,205301.60260000,0.0,0.0,0.0
64,2019-12-07,148.46000000,149.49000000,146.85000000,147.14000000,140471.68588000,140471.68588000,0.0,0.0,0.0
65,2019-12-06,148.11000000,149.77000000,145.74000000,148.45000000,220674.68581000,220674.68581000,17.498,18.2225,18.6933
66,2019-12-05,145.45000000,149.02000000,143.64000000,148.10000000,299073.53972000,299073.53972000,17.58,18.3335,18.7633
67,2019-12-04,147.19000000,151.98000000,143.15000000,145.38000000,434430.62379000,434430.62379000,17.7,18.4535,18.8363
68,2019-12-03,148.66000000,149.93000000,145.77000000,147.17000000,196329.22503000,196329.22503000,17.835,18.5845,18.8933
69,2019-12-02,150.72000000,151.42000000,146.71000000,148.65000000,233839.09730000,233839.09730000,17.997,18.6985,18.9473
70,2019-12-01,151.43000000,152.49000000,145.79000000,150.73000000,344178.14088000,344178.14088000,0.0,0.0,0.0
71,2019-11-30,154.54000000,155.25000000,149.70000000,151.37000000,226863.41299000,226863.41299000,0.0,0.0,0.0
72,2019-11-29,150.69000000,157.60000000,150.23000000,154.57000000,328712.25558000,328712.25558000,18.105,18.789,18.9763
73,2019-11-28,152.61000000,154.63000000,149.09000000,150.72000000,317714.56326000,317714.56326000,0.0,0.0,0.0
74,2019-11-27,147.47000000,155.54000000,140.84000000,152.62000000,564796.42840000,564796.42840000,18.211,18.8965,19.0173
75,2019-11-26,145.81000000,149.97000000,143.37000000,147.47000000,354023.04298000,354023.04298000,18.355,19.003,19.056
76,2019-11-25,139.99000000,151.50000000,131.45000000,145.69000000,749675.41303000,749675.41303000,18.513,19.086,19.094
77,2019-11-24,151.84000000,152.86000000,138.62000000,139.96000000,352319.21558000,352319.21558000,0.0,0.0,0.0
78,2019-11-23,149.55000000,154.33000000,146.11000000,151.84000000,369721.09960000,369721.09960000,0.0,0.0,0.0
79,2019-11-22,161.02000000,162.79000000,138.00000000,149.56000000,977977.23794000,977977.23794000,18.731,19.2045,19.14
80,2019-11-21,174.75000000,175.85000000,157.26000000,161.01000000,473895.92992000,473895.92992000,18.947,19.291,19.1863
81,2019-11-20,175.93000000,177.41000000,173.50000000,174.72000000,216315.93309000,216315.93309000,19.087,19.355,19.1903
82,2019-11-19,178.20000000,178.52000000,172.65000000,175.94000000,275886.64110000,275886.64110000,19.207,19.4045,19.2033
83,2019-11-18,183.82000000,184.06000000,175.01000000,178.20000000,293551.23632000,293551.23632000,19.334,19.4225,19.202
84,2019-11-17,182.37000000,186.09000000,180.00000000,183.82000000,198892.43720000,198892.43720000,0.0,0.0,0.0
85,2019-11-16,179.99000000,183.46000000,179.30000000,182.37000000,172801.52576000,172801.52576000,0.0,0.0,0.0
86,2019-11-15,184.93000000,186.70000000,177.67000000,180.00000000,407466.78964000,407466.78964000,19.4,19.4225,19.1813
87,2019-11-14,188.07000000,188.72000000,183.34000000,184.92000000,245505.29971000,245505.29971000,19.473,19.412,19.157
88,2019-11-13,187.09000000,189.66000000,185.30000000,188.11000000,197273.84001000,197273.84001000,19.582,19.4205,19.1547
89,2019-11-12,184.98000000,187.65000000,182.41000000,187.09000000,256782.63119000,256782.63119000,19.651,19.4065,19.149
90,2019-11-11,188.96000000,190.19000000,184.06000000,184.98000000,255579.93429000,255579.93429000,19.659,19.3845,19.147
91,2019-11-10,184.86000000,191.58000000,183.30000000,188.96000000,274940.53448000,274940.53448000,0.0,0.0,0.0
92,2019-11-09,183.71000000,185.79000000,182.63000000,184.89000000,192073.38044000,192073.38044000,0.0,0.0,0.0
93,2019-11-08,186.67000000,188.26000000,181.41000000,183.74000000,365029.75027000,365029.75027000,19.678,19.3445,19.1317
94,2019-11-07,191.16000000,192.27000000,184.59000000,186.68000000,309882.08206000,309882.08206000,19.635,19.306,19.1053
95,2019-11-06,188.65000000,195.09000000,187.72000000,191.16000000,343219.92240000,343219.92240000,19.623,19.242,19.0757
96,2019-11-05,185.71000000,192.51000000,182.22000000,188.68000000,389668.64720000,389668.64720000,19.602,19.2015,19.0523
97,2019-11-04,181.53000000,188.64000000,180.36000000,185.71000000,321175.29134000,321175.29134000,19.511,19.136,19.0003
98,2019-11-03,182.90000000,184.70000000,178.95000000,181.54000000,232621.52147000,232621.52147000,0.0,0.0,0.0
99,2019-11-02,182.86000000,186.00000000,181.53000000,182.91000000,179864.39739000,179864.39739000,0.0,0.0,0.0
100,2019-11-01,182.19000000,184.50000000,177.02000000,182.85000000,331519.76963000,331519.76963000,19.445,19.072,18.9497
101,2019-10-31,183.14000000,185.27000000,177.66000000,182.18000000,410969.86104000,410969.86104000,19.351,18.999,18.9097
102,2019-10-30,190.45000000,191.71000000,179.28000000,183.13000000,537770.43056000,537770.43056000,19.259,18.941,18.8773
103,2019-10-29,181.67000000,192.74000000,181.26000000,190.46000000,529964.50540000,529964.50540000,19.162,18.898,18.8563
104,2019-10-28,183.84000000,189.48000000,180.35000000,181.72000000,582179.44545000,582179.44545000,19.11,18.891,18.8587
105,2019-10-27,179.42000000,188.70000000,176.22000000,183.75000000,724423.40525000,724423.40525000,0.0,0.0,0.0
106,2019-10-26,181.53000000,197.74000000,173.80000000,179.49000000,1211737.43684000,1211737.43684000,0.0,0.0,0.0
107,2019-10-25,160.39000000,187.78000000,160.25000000,181.50000000,904832.86059000,904832.86059000,19.011,18.8585,18.847
108,2019-10-24,162.35000000,163.72000000,158.72000000,160.38000000,387310.83766000,387310.83766000,18.977,18.8405,18.856
109,2019-10-23,171.19000000,171.49000000,153.45000000,162.35000000,746955.09806000,746955.09806000,18.861,18.802,18.8427
110,2019-10-22,174.00000000,175.04000000,170.30000000,171.20000000,255429.41624000,255429.41624000,18.801,18.7775,18.8193
111,2019-10-21,175.18000000,177.90000000,171.59000000,173.98000000,270608.51385000,270608.51385000,18.761,18.745,18.7857
112,2019-10-20,171.84000000,176.88000000,169.21000000,175.22000000,299141.07152000,299141.07152000,0.0,0.0,0.0
113,2019-10-19,172.78000000,174.98000000,169.44000000,171.79000000,296918.73026000,296918.73026000,0.0,0.0,0.0
114,2019-10-18,177.17000000,177.44000000,168.66000000,172.74000000,319602.48508000,319602.48508000,18.699,18.702,18.748
