,dates,opens,highs,lows,closes,volumes,market_caps,smas_10,smas_20,smas_30
22,2020-01-18,169.92000000,179.50000000,164.92000000,174.14000000,688783.17982000,688783.17982000,0.0,0.0,0.0
23,2020-01-17,164.24000000,174.81000000,162.14000000,169.85000000,767180.67853000,767180.67853000,18.039,18.3935,18.1403
24,2020-01-16,166.40000000,167.40000000,157.80000000,164.21000000,456170.86719000,456170.86719000,18.051,18.3945,18.1147
25,2020-01-15,165.60000000,171.98000000,159.20000000,166.40000000,721687.80381000,721687.80381000,18.157,18.3845,18.0957
26,2020-01-14,143.58000000,171.70000000,143.51000000,165.64000000,1108476.31186000,1108476.31186000,18.29,18.3935,18.1047
27,2020-01-13,146.56000000,147.00000000,142.27000000,143.58000000,207996.61865000,207996.61865000,18.444,18.407,18.116
28,2020-01-12,142.40000000,146.60000000,141.76000000,146.54000000,229541.86137000,229541.86137000,0.0,0.0,0.0
29,2020-01-11,144.83000000,148.05000000,142.09000000,142.38000000,368350.57939000,368350.57939000,0.0,0.0,0.0
30,2020-01-10,137.73000000,145.17000000,135.32000000,144.84000000,409403.59507000,409403.59507000,18.572,18.4095,18.1167
31,2020-01-09,140.76000000,141.50000000,135.30000000,137.74000000,366076.06569000,366076.06569000,18.685,18.4025,18.1157
32,2020-01-08,142.80000000,147.77000000,137.03000000,140.72000000,570465.57764000,570465.57764000,18.741,18.375,18.0843
33,2020-01-07,144.14000000,145.31000000,138.76000000,142.80000000,447762.17281000,447762.17281000,18.765,18.319,18.0453
34,2020-01-06,135.37000000,144.41000000,134.86000000,144.15000000,408020.27375000,408020.27375000,18.752,18.25,18.0267
35,2020-01-05,134.20000000,138.19000000,134.19000000,135.37000000,254120.45343000,254120.45343000,0.0,0.0,0.0
36,2020-01-04,134.37000000,135.85000000,132.50000000,134.20000000,184276.17102000,184276.17102000,0.0,0.0,0.0
37,2020-01-03,127.19000000,135.14000000,125.88000000,134.35000000,413055.18895000,413055.18895000,18.748,18.191,18.0273
38,2020-01-02,130.72000000,130.78000000,126.38000000,127.19000000,213757.05806000,213757.05806000,18.738,18.1465,18.0427
39,2020-01-01,129.16000000,133.05000000,128.68000000,130.77000000,144770.52197000,144770.52197000,0.0,0.0,0.0
40,2019-12-31,131.61000000,133.68000000,128.17000000,129.16000000,264933.98418000,264933.98418000,18.612,18.065,18.0423
41,2019-12-30,134.36000000,136.24000000,130.30000000,131.59000000,320347.21956000,320347.21956000,18.497,18.012,18.043
42,2019-12-29,128.11000000,138.07000000,127.52000000,134.36000000,316347.26666000,316347.26666000,0.0,0.0,0.0
43,2019-12-28,126.28000000,129.68000000,125.84000000,128.11000000,196893.52277000,196893.52277000,0.0,0.0,0.0
44,2019-12-27,125.58000000,127.10000000,121.91000000,126.29000000,240012.37451000,240012.37451000,18.37,17.952,18.0383
45,2019-12-26,125.09000000,132.26000000,124.32000000,125.58000000,274986.52097000,274986.52097000,18.247,17.889,18.0443
46,2019-12-25,127.70000000,127.84000000,123.07000000,125.09000000,225004.49090000,225004.49090000,0.0,0.0,0.0
47,2019-12-24,127.80000000,129.69000000,126.61000000,127.75000000,200637.10098000,200637.10098000,18.12,17.831,18.0583
48,2019-12-23,132.12000000,135.10000000,126.00000000,127.80000000,421600.75655000,421600.75655000,18.009,17.756,18.081
49,2019-12-22,127.00000000,133.07000000,126.82000000,132.09000000,253140.72413000,253140.72413000,0.0,0.0,0.0
50,2019-12-21,128.19000000,128.40000000,126.50000000,126.99000000,135196.11641000,135196.11641000,0.0,0.0,0.0
51,2019-12-20,128.10000000,129.39000000,125.84000000,128.19000000,213897.46730000,213897.46730000,17.873,17.6855,18.106
52,2019-12-19,132.80000000,134.00000000,125.69000000,128.10000000,420674.81720000,420674.81720000,17.748,17.664,18.1383
53,2019-12-18,121.88000000,134.87000000,116.26000000,132.78000000,884960.91334000,884960.91334000,17.634,17.667,18.1803
